InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount,anomaly_score
544479,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,192,2011-02-21 10:28:00,2.55,14646.0,Netherlands,489.59999999999997,-1
544479,21122,SET/10 PINK POLKADOT PARTY CANDLES,288,2011-02-21 10:28:00,1.06,14646.0,Netherlands,305.28000000000003,-1
544479,21035,SET/2 RED RETROSPOT TEA TOWELS ,200,2011-02-21 10:28:00,2.75,14646.0,Netherlands,550.0,-1
544479,21684,SMALL MEDINA STAMPED METAL BOWL ,360,2011-02-21 10:28:00,0.64,14646.0,Netherlands,230.4,-1
544479,84406B,CREAM CUPID HEARTS COAT HANGER,128,2011-02-21 10:28:00,3.75,14646.0,Netherlands,480.0,-1
544479,22188,BLACK HEART CARD HOLDER,108,2011-02-21 10:28:00,3.39,14646.0,Netherlands,366.12,-1
544479,22292,HANGING CHICK  YELLOW DECORATION,288,2011-02-21 10:28:00,1.25,14646.0,Netherlands,360.0,-1
544479,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,144,2011-02-21 10:28:00,1.85,14646.0,Netherlands,266.40000000000003,-1
544479,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,288,2011-02-21 10:28:00,1.45,14646.0,Netherlands,417.59999999999997,-1
544479,35961,FOLKART ZINC HEART CHRISTMAS DEC,288,2011-02-21 10:28:00,0.72,14646.0,Netherlands,207.35999999999999,-1
544479,22630,DOLLY GIRL LUNCH BOX,384,2011-02-21 10:28:00,1.65,14646.0,Netherlands,633.5999999999999,-1
544480,22423,REGENCY CAKESTAND 3 TIER,64,2011-02-21 10:32:00,10.95,14646.0,Netherlands,700.8,-1
544480,22653,BUTTON BOX ,200,2011-02-21 10:32:00,1.65,14646.0,Netherlands,330.0,-1
544480,20724,RED RETROSPOT CHARLOTTE BAG,200,2011-02-21 10:32:00,0.72,14646.0,Netherlands,144.0,-1
544480,21988,PACK OF 6 SKULL PAPER PLATES,192,2011-02-21 10:32:00,0.64,14646.0,Netherlands,122.88,-1
544480,21987,PACK OF 6 SKULL PAPER CUPS,216,2011-02-21 10:32:00,0.53,14646.0,Netherlands,114.48,-1
544480,21989,PACK OF 20 SKULL PAPER NAPKINS,192,2011-02-21 10:32:00,0.72,14646.0,Netherlands,138.24,-1
544480,22437,SET OF 9 BLACK SKULL BALLOONS,200,2011-02-21 10:32:00,0.72,14646.0,Netherlands,144.0,-1
544480,22992,REVOLVER WOODEN RULER ,144,2011-02-21 10:32:00,1.65,14646.0,Netherlands,237.6,-1
544480,21210,SET OF 72 RETROSPOT PAPER  DOILIES,192,2011-02-21 10:32:00,1.25,14646.0,Netherlands,240.0,-1
544480,22989,SET 2 PANTRY DESIGN TEA TOWELS,100,2011-02-21 10:32:00,2.75,14646.0,Netherlands,275.0,-1
544482,21704,BAG 250g SWIRLY MARBLES,216,2011-02-21 10:41:00,0.72,16656.0,United Kingdom,155.51999999999998,-1
544482,84508A,CAMOUFLAGE DESIGN TEDDY,144,2011-02-21 10:41:00,2.1,16656.0,United Kingdom,302.40000000000003,-1
544495,POST,POSTAGE,6,2011-02-21 11:42:00,28.0,12766.0,Portugal,168.0,-1
544573,22991,GIRAFFE WOODEN RULER,144,2011-02-21 13:40:00,1.65,12621.0,Germany,237.6,-1
544578,M,Manual,1,2011-02-21 14:04:00,320.69,12365.0,Cyprus,320.69,-1
544603,22236,CAKE STAND 3 TIER MAGIC GARDEN,24,2011-02-22 09:10:00,10.95,17526.0,United Kingdom,262.79999999999995,-1
544612,22053,EMPIRE DESIGN ROSETTE,3906,2011-02-22 10:43:00,0.82,18087.0,United Kingdom,3202.9199999999996,-1
544667,21917,SET 12 KIDS  WHITE CHALK STICKS,288,2011-02-22 15:09:00,0.36,17511.0,United Kingdom,103.67999999999999,-1
544667,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,72,2011-02-22 15:09:00,3.75,17511.0,United Kingdom,270.0,-1
544667,77101A,UNION FLAG WINDSOCK,288,2011-02-22 15:09:00,1.06,17511.0,United Kingdom,305.28000000000003,-1
544667,16235,RECYCLED PENCIL WITH RABBIT ERASER,600,2011-02-22 15:10:00,0.16,17511.0,United Kingdom,96.0,-1
544672,84997D,CHILDRENS CUTLERY POLKADOT PINK,72,2011-02-22 15:45:00,3.75,14646.0,Netherlands,270.0,-1
544689,84078A,SET/4 WHITE RETRO STORAGE CUBES ,6,2011-02-23 08:46:00,34.95,12980.0,United Kingdom,209.70000000000002,-1
544690,22197,SMALL POPCORN HOLDER,400,2011-02-23 08:48:00,0.72,14156.0,EIRE,288.0,-1
544698,22197,SMALL POPCORN HOLDER,360,2011-02-23 09:53:00,0.72,17949.0,United Kingdom,259.2,-1
544699,22197,SMALL POPCORN HOLDER,240,2011-02-23 09:54:00,0.72,17949.0,United Kingdom,172.79999999999998,-1
544769,47599A,PINK PARTY BAGS,144,2011-02-23 11:11:00,1.69,16422.0,United Kingdom,243.35999999999999,-1
544777,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,192,2011-02-23 12:00:00,1.06,15311.0,United Kingdom,203.52,-1
544789,84078A,SET/4 WHITE RETRO STORAGE CUBES ,4,2011-02-23 12:25:00,34.95,13993.0,United Kingdom,139.8,-1
544793,72232,FENG SHUI PILLAR CANDLE,1152,2011-02-23 12:41:00,0.19,13694.0,United Kingdom,218.88,-1
544797,21326,AGED GLASS SILVER T-LIGHT HOLDER,288,2011-02-23 13:43:00,0.55,13489.0,United Kingdom,158.4,-1
544816,22138,BAKING SET 9 PIECE RETROSPOT ,96,2011-02-23 16:41:00,4.25,13090.0,United Kingdom,408.0,-1
544824,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2011-02-24 09:32:00,165.0,17139.0,United Kingdom,165.0,-1
544824,22823,CHEST NATURAL WOOD 20 DRAWERS,1,2011-02-24 09:32:00,125.0,17139.0,United Kingdom,125.0,-1
544909,22782,SET 3 WICKER STORAGE BASKETS ,32,2011-02-24 14:32:00,9.95,14298.0,United Kingdom,318.4,-1
544911,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2011-02-24 15:01:00,165.0,16838.0,United Kingdom,165.0,-1
544912,22178,VICTORIAN GLASS HANGING T-LIGHT,192,2011-02-24 15:12:00,1.06,18198.0,United Kingdom,203.52,-1
544922,84568,GIRLS ALPHABET IRON ON PATCHES ,288,2011-02-24 16:46:00,0.21,15847.0,United Kingdom,60.48,-1
544933,10135,COLOURING PENCILS BROWN TUBE,200,2011-02-25 08:44:00,1.06,12633.0,Germany,212.0,-1
544936,20749,ASSORTED COLOUR MINI CASES,204,2011-02-25 09:37:00,6.35,15769.0,United Kingdom,1295.3999999999999,-1
544999,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,360,2011-02-25 12:28:00,1.06,17388.0,United Kingdom,381.6,-1
545002,22178,VICTORIAN GLASS HANGING T-LIGHT,198,2011-02-25 12:43:00,1.06,13001.0,United Kingdom,209.88000000000002,-1
545087,21086,SET/6 RED SPOTTY PAPER CUPS,216,2011-02-28 11:46:00,0.53,16422.0,United Kingdom,114.48,-1
545158,22655,VINTAGE RED KITCHEN CABINET,1,2011-02-28 13:28:00,125.0,15874.0,United Kingdom,125.0,-1
545158,22656,VINTAGE BLUE KITCHEN CABINET,1,2011-02-28 13:28:00,125.0,15874.0,United Kingdom,125.0,-1
545158,21621,VINTAGE UNION JACK BUNTING,36,2011-02-28 13:28:00,8.5,15874.0,United Kingdom,306.0,-1
545305,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2011-03-01 12:58:00,165.0,15257.0,United Kingdom,165.0,-1
545319,15056N,EDWARDIAN PARASOL NATURAL,60,2011-03-01 14:42:00,4.95,16839.0,United Kingdom,297.0,-1
545320,22838,3 TIER CAKE TIN RED AND CREAM,96,2011-03-01 14:47:00,12.75,14156.0,EIRE,1224.0,-1
545320,22699,ROSES REGENCY TEACUP AND SAUCER ,117,2011-03-01 14:47:00,2.55,14156.0,EIRE,298.34999999999997,-1
545320,22630,DOLLY GIRL LUNCH BOX,192,2011-03-01 14:47:00,1.65,14156.0,EIRE,316.79999999999995,-1
545320,22363,GLASS JAR MARMALADE ,120,2011-03-01 14:47:00,2.55,14156.0,EIRE,306.0,-1
545332,M,Manual,1,2011-03-01 15:52:00,376.5,12352.0,Norway,376.5,-1
545332,M,Manual,1,2011-03-01 15:52:00,280.05,12352.0,Norway,280.05,-1
545332,M,Manual,1,2011-03-01 15:52:00,183.75,12352.0,Norway,183.75,-1
545336,M,Manual,2,2011-03-01 16:53:00,275.6,12428.0,Finland,551.2,-1
545341,22423,REGENCY CAKESTAND 3 TIER,150,2011-03-02 09:03:00,10.95,17949.0,United Kingdom,1642.5,-1
545345,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2011-03-02 09:33:00,165.0,14180.0,United Kingdom,165.0,-1
545398,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,2011-03-02 11:43:00,0.21,13722.0,United Kingdom,60.48,-1
545413,21500,PINK POLKADOT WRAP ,250,2011-03-02 12:24:00,0.34,15061.0,United Kingdom,85.0,-1
545413,21498,RED RETROSPOT WRAP ,300,2011-03-02 12:24:00,0.34,15061.0,United Kingdom,102.00000000000001,-1
545414,84078A,SET/4 WHITE RETRO STORAGE CUBES ,24,2011-03-02 12:43:00,34.95,12980.0,United Kingdom,838.8000000000001,-1
545466,21621,VINTAGE UNION JACK BUNTING,200,2011-03-03 09:26:00,6.98,18102.0,United Kingdom,1396.0,-1
545471,84568,GIRLS ALPHABET IRON ON PATCHES ,288,2011-03-03 10:34:00,0.21,15087.0,United Kingdom,60.48,-1
545475,22654,DELUXE SEWING KIT ,80,2011-03-03 10:59:00,4.95,12415.0,Australia,396.0,-1
545475,22539,MINI JIGSAW DOLLY GIRL,240,2011-03-03 10:59:00,0.36,12415.0,Australia,86.39999999999999,-1
545475,22630,DOLLY GIRL LUNCH BOX,256,2011-03-03 10:59:00,1.65,12415.0,Australia,422.4,-1
545475,22423,REGENCY CAKESTAND 3 TIER,32,2011-03-03 10:59:00,10.95,12415.0,Australia,350.4,-1
545475,84997B,CHILDRENS CUTLERY RETROSPOT RED ,72,2011-03-03 10:59:00,3.75,12415.0,Australia,270.0,-1
545475,21086,SET/6 RED SPOTTY PAPER CUPS,216,2011-03-03 10:59:00,0.53,12415.0,Australia,114.48,-1
545475,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",120,2011-03-03 10:59:00,4.25,12415.0,Australia,510.0,-1
545475,21217,RED RETROSPOT ROUND CAKE TINS,120,2011-03-03 10:59:00,8.95,12415.0,Australia,1074.0,-1
545475,21218,RED SPOTTY BISCUIT TIN,120,2011-03-03 10:59:00,3.25,12415.0,Australia,390.0,-1
545475,22842,BISCUIT TIN VINTAGE RED,48,2011-03-03 10:59:00,5.95,12415.0,Australia,285.6,-1
545475,22838,3 TIER CAKE TIN RED AND CREAM,20,2011-03-03 10:59:00,14.95,12415.0,Australia,299.0,-1
545475,22839,3 TIER CAKE TIN GREEN AND CREAM,32,2011-03-03 10:59:00,12.75,12415.0,Australia,408.0,-1
545475,22846,BREAD BIN DINER STYLE RED ,16,2011-03-03 10:59:00,14.95,12415.0,Australia,239.2,-1
545475,22960,JAM MAKING SET WITH JARS,120,2011-03-03 10:59:00,3.75,12415.0,Australia,450.0,-1
545475,22969,HOMEMADE JAM SCENTED CANDLES,288,2011-03-03 10:59:00,1.25,12415.0,Australia,360.0,-1
545475,22615,PACK OF 12 CIRCUS PARADE TISSUES ,432,2011-03-03 10:59:00,0.25,12415.0,Australia,108.0,-1
545475,22555,PLASTERS IN TIN STRONGMAN,288,2011-03-03 10:59:00,1.45,12415.0,Australia,417.59999999999997,-1
545475,22551,PLASTERS IN TIN SPACEBOY,192,2011-03-03 10:59:00,1.45,12415.0,Australia,278.4,-1
545475,22556,PLASTERS IN TIN CIRCUS PARADE ,192,2011-03-03 10:59:00,1.45,12415.0,Australia,278.4,-1
545475,21984,PACK OF 12 PINK PAISLEY TISSUES ,432,2011-03-03 10:59:00,0.25,12415.0,Australia,108.0,-1
545475,21981,PACK OF 12 WOODLAND TISSUES ,432,2011-03-03 10:59:00,0.25,12415.0,Australia,108.0,-1
545475,22629,SPACEBOY LUNCH BOX ,320,2011-03-03 10:59:00,1.65,12415.0,Australia,528.0,-1
545475,22541,MINI JIGSAW LEAP FROG,240,2011-03-03 10:59:00,0.36,12415.0,Australia,86.39999999999999,-1
545475,22540,MINI JIGSAW CIRCUS PARADE ,240,2011-03-03 10:59:00,0.36,12415.0,Australia,86.39999999999999,-1
545475,21915,RED  HARMONICA IN BOX ,240,2011-03-03 10:59:00,1.06,12415.0,Australia,254.4,-1
545475,21914,BLUE HARMONICA IN BOX ,240,2011-03-03 10:59:00,1.06,12415.0,Australia,254.4,-1
545475,22751,FELTCRAFT PRINCESS OLIVIA DOLL,96,2011-03-03 10:59:00,3.39,12415.0,Australia,325.44,-1
545475,22750,FELTCRAFT PRINCESS LOLA DOLL,144,2011-03-03 10:59:00,3.39,12415.0,Australia,488.16,-1
545475,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,144,2011-03-03 10:59:00,3.39,12415.0,Australia,488.16,-1
545475,22620,4 TRADITIONAL SPINNING TOPS,160,2011-03-03 10:59:00,1.06,12415.0,Australia,169.60000000000002,-1
545475,22619,SET OF 6 SOLDIER SKITTLES,80,2011-03-03 10:59:00,3.39,12415.0,Australia,271.2,-1
545475,22843,BISCUIT TIN VINTAGE GREEN,48,2011-03-03 10:59:00,5.95,12415.0,Australia,285.6,-1
545505,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,288,2011-03-03 11:40:00,1.06,17856.0,United Kingdom,305.28000000000003,-1
545543,22655,VINTAGE RED KITCHEN CABINET,1,2011-03-03 14:43:00,125.0,13476.0,United Kingdom,125.0,-1
545543,22656,VINTAGE BLUE KITCHEN CABINET,1,2011-03-03 14:43:00,125.0,13476.0,United Kingdom,125.0,-1
545582,21035,SET/2 RED RETROSPOT TEA TOWELS ,100,2011-03-04 09:05:00,2.75,13694.0,United Kingdom,275.0,-1
545582,21154,RED RETROSPOT OVEN GLOVE ,200,2011-03-04 09:05:00,1.06,13694.0,United Kingdom,212.0,-1
545582,21155,RED RETROSPOT PEG BAG,250,2011-03-04 09:05:00,2.1,13694.0,United Kingdom,525.0,-1
545582,85014B,RED RETROSPOT UMBRELLA,96,2011-03-04 09:05:00,4.95,13694.0,United Kingdom,475.20000000000005,-1
545644,22440,BALLOON WATER BOMB PACK OF 35,1200,2011-03-04 12:37:00,0.36,16333.0,United Kingdom,432.0,-1
545644,21891,TRADITIONAL WOODEN SKIPPING ROPE,576,2011-03-04 12:37:00,1.06,16333.0,United Kingdom,610.5600000000001,-1
545644,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1152,2011-03-04 12:37:00,0.21,16333.0,United Kingdom,241.92,-1
545644,21915,RED  HARMONICA IN BOX ,280,2011-03-04 12:37:00,1.06,16333.0,United Kingdom,296.8,-1
545644,22620,4 TRADITIONAL SPINNING TOPS,320,2011-03-04 12:37:00,1.06,16333.0,United Kingdom,339.20000000000005,-1
545698,22826,LOVE SEAT ANTIQUE WHITE METAL,1,2011-03-06 14:44:00,195.0,15572.0,United Kingdom,195.0,-1
545704,84632,DECORATIVE HANGING SHELVING UNIT,2,2011-03-07 08:30:00,59.95,16638.0,United Kingdom,119.9,-1
545707,21915,RED  HARMONICA IN BOX ,240,2011-03-07 09:35:00,1.06,13881.0,United Kingdom,254.4,-1
545707,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-03-07 09:35:00,1.45,13881.0,United Kingdom,232.0,-1
545719,22824,3 TIER SWEETHEART GARDEN SHELF,4,2011-03-07 10:28:00,32.95,13344.0,United Kingdom,131.8,-1
545719,22828,REGENCY MIRROR WITH SHUTTERS,2,2011-03-07 10:28:00,145.0,13344.0,United Kingdom,290.0,-1
545722,79321,CHILLI LIGHTS,96,2011-03-07 11:06:00,4.95,16013.0,United Kingdom,475.20000000000005,-1
545748,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,144,2011-03-07 11:52:00,1.85,17381.0,United Kingdom,266.40000000000003,-1
545748,22492,MINI PAINT SET VINTAGE ,864,2011-03-07 11:52:00,0.55,17381.0,United Kingdom,475.20000000000005,-1
545752,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,576,2011-03-07 11:54:00,0.21,17381.0,United Kingdom,120.96,-1
545752,21889,WOODEN BOX OF DOMINOES,216,2011-03-07 11:54:00,1.25,17381.0,United Kingdom,270.0,-1
545759,22655,VINTAGE RED KITCHEN CABINET,2,2011-03-07 11:56:00,125.0,16316.0,United Kingdom,250.0,-1
545759,22656,VINTAGE BLUE KITCHEN CABINET,2,2011-03-07 11:56:00,125.0,16316.0,United Kingdom,250.0,-1
545865,85099F,JUMBO BAG STRAWBERRY,200,2011-03-07 14:17:00,1.65,15769.0,United Kingdom,330.0,-1
545865,22385,JUMBO BAG SPACEBOY DESIGN,300,2011-03-07 14:17:00,1.65,15769.0,United Kingdom,495.0,-1
545865,21929,JUMBO BAG PINK VINTAGE PAISLEY,200,2011-03-07 14:17:00,1.65,15769.0,United Kingdom,330.0,-1
545865,85099B,JUMBO BAG RED RETROSPOT,400,2011-03-07 14:17:00,1.65,15769.0,United Kingdom,660.0,-1
545865,85099C,JUMBO  BAG BAROQUE BLACK WHITE,200,2011-03-07 14:17:00,1.65,15769.0,United Kingdom,330.0,-1
545900,22826,LOVE SEAT ANTIQUE WHITE METAL,1,2011-03-07 17:42:00,195.0,17817.0,United Kingdom,195.0,-1
545902,22655,VINTAGE RED KITCHEN CABINET,1,2011-03-07 17:55:00,125.0,15834.0,United Kingdom,125.0,-1
545902,22656,VINTAGE BLUE KITCHEN CABINET,1,2011-03-07 17:55:00,125.0,15834.0,United Kingdom,125.0,-1
545906,22803,IVORY EMBROIDERED QUILT ,5,2011-03-08 09:23:00,35.75,15764.0,United Kingdom,178.75,-1
545911,21981,PACK OF 12 WOODLAND TISSUES ,432,2011-03-08 10:12:00,0.21,17940.0,United Kingdom,90.72,-1
545911,22616,PACK OF 12 LONDON TISSUES ,432,2011-03-08 10:12:00,0.21,17940.0,United Kingdom,90.72,-1
546011,22616,PACK OF 12 LONDON TISSUES ,864,2011-03-08 16:31:00,0.25,17306.0,United Kingdom,216.0,-1
546028,22655,VINTAGE RED KITCHEN CABINET,2,2011-03-09 08:33:00,125.0,17049.0,United Kingdom,250.0,-1
546067,22469,HEART OF WICKER SMALL,600,2011-03-09 10:58:00,1.93,17450.0,United Kingdom,1158.0,-1
546067,21621,VINTAGE UNION JACK BUNTING,48,2011-03-09 10:58:00,8.87,17450.0,United Kingdom,425.76,-1
546067,21260,FIRST AID TIN,114,2011-03-09 10:58:00,3.4,17450.0,United Kingdom,387.59999999999997,-1
546082,40016,CHINESE DRAGON PAPER LANTERNS,600,2011-03-09 11:25:00,0.25,12971.0,United Kingdom,150.0,-1
546088,22826,LOVE SEAT ANTIQUE WHITE METAL,1,2011-03-09 11:44:00,195.0,12881.0,United Kingdom,195.0,-1
546096,75049L,LARGE CIRCULAR MIRROR MOBILE,384,2011-03-09 11:59:00,0.85,15502.0,United Kingdom,326.4,-1
546112,20713,JUMBO BAG OWLS,200,2011-03-09 12:44:00,1.65,15769.0,United Kingdom,330.0,-1
546132,23009,I LOVE LONDON BABY GIFT SET,18,2011-03-09 15:17:00,14.95,15057.0,United Kingdom,269.09999999999997,-1
546154,62018,SOMBRERO ,400,2011-03-10 07:43:00,1.25,13953.0,United Kingdom,500.0,-1
546160,84997D,CHILDRENS CUTLERY POLKADOT PINK,72,2011-03-10 09:49:00,3.75,15838.0,United Kingdom,270.0,-1
546160,84997B,CHILDRENS CUTLERY RETROSPOT RED ,72,2011-03-10 09:49:00,3.75,15838.0,United Kingdom,270.0,-1
546164,15056N,EDWARDIAN PARASOL NATURAL,60,2011-03-10 10:04:00,4.95,15939.0,United Kingdom,297.0,-1
546169,15036,ASSORTED COLOURS SILK FAN,200,2011-03-10 10:27:00,0.75,14603.0,United Kingdom,150.0,-1
546169,21112,SWISS ROLL TOWEL PINK  SPOTS,200,2011-03-10 10:27:00,2.55,14603.0,United Kingdom,509.99999999999994,-1
546212,84991,60 TEATIME FAIRY CAKE CASES,240,2011-03-10 11:33:00,0.42,14156.0,EIRE,100.8,-1
546212,84992,72 SWEETHEART FAIRY CAKE CASES,240,2011-03-10 11:33:00,0.42,14156.0,EIRE,100.8,-1
546212,21181,PLEASE ONE PERSON METAL SIGN,144,2011-03-10 11:33:00,1.85,14156.0,EIRE,266.40000000000003,-1
546212,21166,COOK WITH WINE METAL SIGN ,144,2011-03-10 11:33:00,1.85,14156.0,EIRE,266.40000000000003,-1
546212,21212,PACK OF 72 RETROSPOT CAKE CASES,240,2011-03-10 11:33:00,0.42,14156.0,EIRE,100.8,-1
546212,21975,PACK OF 60 DINOSAUR CAKE CASES,240,2011-03-10 11:33:00,0.42,14156.0,EIRE,100.8,-1
546212,21977,PACK OF 60 PINK PAISLEY CAKE CASES,240,2011-03-10 11:33:00,0.42,14156.0,EIRE,100.8,-1
546213,23007, SPACEBOY BABY GIFT SET,36,2011-03-10 11:37:00,14.95,14156.0,EIRE,538.1999999999999,-1
546213,23008,DOLLY GIRL BABY GIFT SET,36,2011-03-10 11:37:00,14.95,14156.0,EIRE,538.1999999999999,-1
546213,23010,CIRCUS PARADE BABY GIFT SET,36,2011-03-10 11:37:00,14.95,14156.0,EIRE,538.1999999999999,-1
546236,84568,GIRLS ALPHABET IRON ON PATCHES ,288,2011-03-10 12:48:00,0.21,12370.0,Cyprus,60.48,-1
546236,84598,BOYS ALPHABET IRON ON PATCHES,288,2011-03-10 12:48:00,0.21,12370.0,Cyprus,60.48,-1
546251,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,2011-03-10 14:37:00,0.21,16553.0,United Kingdom,60.48,-1
546263,22305,COFFEE MUG PINK PAISLEY DESIGN,216,2011-03-10 15:01:00,2.1,14156.0,EIRE,453.6,-1
546319,22197,SMALL POPCORN HOLDER,480,2011-03-11 09:23:00,0.72,17949.0,United Kingdom,345.59999999999997,-1
546326,82580,BATHROOM METAL SIGN,250,2011-03-11 10:15:00,0.42,13798.0,United Kingdom,105.0,-1
546328,M,Manual,1,2011-03-11 10:19:00,1687.17,14911.0,EIRE,1687.17,-1
546329,M,Manual,1,2011-03-11 10:22:00,1687.17,14911.0,EIRE,1687.17,-1
546367,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-03-11 11:38:00,1.45,15513.0,United Kingdom,232.0,-1
546411,20712,JUMBO BAG WOODLAND ANIMALS,300,2011-03-11 16:43:00,1.95,12939.0,United Kingdom,585.0,-1
546411,22570,FELTCRAFT CUSHION RABBIT,144,2011-03-11 16:43:00,3.39,12939.0,United Kingdom,488.16,-1
546411,22569,FELTCRAFT CUSHION BUTTERFLY,144,2011-03-11 16:43:00,3.39,12939.0,United Kingdom,488.16,-1
546438,22824,3 TIER SWEETHEART GARDEN SHELF,4,2011-03-14 09:59:00,32.95,15125.0,United Kingdom,131.8,-1
546438,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-03-14 09:59:00,1.45,15125.0,United Kingdom,232.0,-1
546438,21136,PAINTED METAL PEARS ASSORTED,176,2011-03-14 09:59:00,1.45,15125.0,United Kingdom,255.2,-1
546443,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,240,2011-03-14 10:41:00,0.29,12901.0,United Kingdom,69.6,-1
546464,82483,WOOD 2 DRAWER CABINET WHITE FINISH,64,2011-03-14 10:57:00,5.95,13225.0,United Kingdom,380.8,-1
546480,22656,VINTAGE BLUE KITCHEN CABINET,1,2011-03-14 11:38:00,295.0,13452.0,United Kingdom,295.0,-1
546521,22423,REGENCY CAKESTAND 3 TIER,32,2011-03-14 12:34:00,10.95,16013.0,United Kingdom,350.4,-1
546528,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,192,2011-03-14 13:04:00,1.06,15311.0,United Kingdom,203.52,-1
546528,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,192,2011-03-14 13:04:00,1.06,15311.0,United Kingdom,203.52,-1
546530,20974,12 PENCILS SMALL TUBE SKULL,384,2011-03-14 13:25:00,0.65,17404.0,Sweden,249.60000000000002,-1
546530,20975,12 PENCILS SMALL TUBE RED RETROSPOT,768,2011-03-14 13:25:00,0.65,17404.0,Sweden,499.20000000000005,-1
546530,22951,60 CAKE CASES DOLLY GIRL DESIGN,240,2011-03-14 13:25:00,0.55,17404.0,Sweden,132.0,-1
546530,22417,PACK OF 60 SPACEBOY CAKE CASES,240,2011-03-14 13:25:00,0.55,17404.0,Sweden,132.0,-1
546530,21213,PACK OF 72 SKULL CAKE CASES,240,2011-03-14 13:25:00,0.55,17404.0,Sweden,132.0,-1
546530,21977,PACK OF 60 PINK PAISLEY CAKE CASES,480,2011-03-14 13:25:00,0.55,17404.0,Sweden,264.0,-1
546530,21212,PACK OF 72 RETROSPOT CAKE CASES,480,2011-03-14 13:25:00,0.55,17404.0,Sweden,264.0,-1
546530,22492,MINI PAINT SET VINTAGE ,576,2011-03-14 13:25:00,0.65,17404.0,Sweden,374.40000000000003,-1
546530,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,72,2011-03-14 13:25:00,4.95,17404.0,Sweden,356.40000000000003,-1
546530,22915,ASSORTED BOTTLE TOP  MAGNETS ,240,2011-03-14 13:25:00,0.42,17404.0,Sweden,100.8,-1
546669,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-03-15 15:36:00,1.45,14226.0,United Kingdom,232.0,-1
546677,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-03-15 16:29:00,1.45,18144.0,United Kingdom,232.0,-1
546728,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,2,2011-03-16 11:09:00,145.0,13983.0,United Kingdom,290.0,-1
546733,22933,BAKING MOULD EASTER EGG MILK CHOC,144,2011-03-16 11:47:00,2.1,16029.0,United Kingdom,302.40000000000003,-1
546734,22933,BAKING MOULD EASTER EGG MILK CHOC,144,2011-03-16 11:49:00,2.1,16029.0,United Kingdom,302.40000000000003,-1
546736,22740,POLKADOT PEN,576,2011-03-16 11:52:00,0.72,16013.0,United Kingdom,414.71999999999997,-1
546738,17003,BROCADE RING PURSE ,720,2011-03-16 11:57:00,0.25,16422.0,United Kingdom,180.0,-1
546749,22487,WHITE WOOD GARDEN PLANT LADDER,32,2011-03-16 12:43:00,8.5,14543.0,United Kingdom,272.0,-1
546754,84992,72 SWEETHEART FAIRY CAKE CASES,480,2011-03-16 13:13:00,0.4,13027.0,United Kingdom,192.0,-1
546754,84991,60 TEATIME FAIRY CAKE CASES,240,2011-03-16 13:13:00,0.4,13027.0,United Kingdom,96.0,-1
546754,21212,PACK OF 72 RETROSPOT CAKE CASES,240,2011-03-16 13:13:00,0.4,13027.0,United Kingdom,96.0,-1
546755,POST,POSTAGE,5,2011-03-16 13:29:00,28.0,12502.0,Spain,140.0,-1
546780,23007, SPACEBOY BABY GIFT SET,24,2011-03-17 07:40:00,14.95,12435.0,Denmark,358.79999999999995,-1
546780,23010,CIRCUS PARADE BABY GIFT SET,24,2011-03-17 07:40:00,14.95,12435.0,Denmark,358.79999999999995,-1
546780,23008,DOLLY GIRL BABY GIFT SET,24,2011-03-17 07:40:00,14.95,12435.0,Denmark,358.79999999999995,-1
546780,22468,BABUSHKA LIGHTS STRING OF 10,48,2011-03-17 07:40:00,5.95,12435.0,Denmark,285.6,-1
